"ISBN";"1st-Keyword";"2nd-Keyword";"Book-Author";"Year-of-Publication"
"0385311923";"lightning";"null";"DANIELLE STEEL";"1995"
"0385312202";"unfinished";"leaving";"Olive Ann Burns";"1994"
"0385312377";"butcher";"the";"Patrick McCabe";"1994"
"0385312431";"mother";"good";"Sue Miller";"1994"
"038531258X";"sassy";"cold";"Olive Ann Burns";"1986"
"0385312660";"second";"nature";"MICHAEL POLLAN";"1992"
"038531292X";"gift";"the";"Danielle Steel";"1994"
"0385313012";"silent";"honor";"Danielle Steel";"1996"
"0385313136";"covenant";"vampire";"Jeanne Kalogridis";"1994"
"0385313543";"glass";"lake";"Maeve Binchy";"1995"
"0385313632";"hardcover";"warshawski";"SARA PARETSKY";"1999"
"0385313667";"warshawski";"recall";"Sara Paretsky";"2001"
"0385313861";"native";"going";"STEPHEN WRIGHT";"1995"
"038531387X";"deliverance";"null";"JAMES DICKEY";"1994"
"0385314124";"children";"vampire";"Jeanne Kalogridis";"1995"
"0385314256";"elephants";"emotional";"J. Moussaieff Masson";"1995"
"0385314280";"elephants";"emotional";"Jeffrey Moussaieff Masson";"1996"
"0385314337";"giants";"romance";"Elizabeth McCracken";"1996"
"038531437X";"wedding";"the";"Danielle Steel";"2000"
"0385314388";"motherless";"daughters";"Hope Edelman";"1995"
"0385314574";"ember";"from";"Mark Canter";"1996"
"0385314698";"pleasures";"sixteen";"Robert Hellenga";"1995"
"0385314744";"observations";"limbaugh";"Al Franken";"1996"
"0385315023";"hardcover";"warshawski";"Sara Paretsky";"1995"
"0385315031";"different";"christmas";"Maeve Binchy";"1996"
"0385315066";"journey";"return";"Maeve Binchy";"1998"
"0385315082";"borderliners";"null";"PETER HOEG";"1995"
"0385315090";"mirror";"image";"Danielle Steel";"1998"
"0385315147";"smillas";"sense";"Peter Hoeg";"1995"
"0385315236";"whisperer";"horse";"Nicholas Evans";"1995"
"0385315279";"fiery";"cross";"Diana Gabaldon";"2001"
"0385315287";"adventure";"running";"Richard Bach";"1995"
"0385315309";"paris";"five";"DANIELLE STEEL";"1995"
"0385315546";"drinking";"story";"CAROLINE KNAPP";"1997"
"0385315724";"paperboy";"the";"Pete Dexter";"1996"
"0385316348";"ranch";"the";"Danielle Steel";"1997"
"0385316577";"follow";"heart";"Susanna Tamaro";"1996"
"0385316860";"secrecy";"null";"Belva Plain";"1997"
"0385316879";"journey";"null";"Danielle Steel";"2000"
"0385316887";"siberian";"light";"Robin A. White";"1997"
"0385316895";"silence";"legacy";"Belva Plain";"1998"
"0385316917";"delivery";"special";"Danielle Steel";"1997"
"0385316925";"fortunes";"hand";"Belva Plain";"1999"
"038531695X";"ghost";"the";"Danielle Steel";"1997"
"038531700X";"loop";"novel";"Nicholas Evans";"1998"
"0385317018";"intricate";"between";"Caroline Knapp";"1999"
"0385317093";"granny";"dan";"DANIELLE STEEL";"1999"
"0385318073";"evening";"class";"Maeve Binchy";"1997"
"0385318294";"spell";"dry";"Susie Moloney";"1997"
"0385318375";"niagara";"falls";"Elizabeth McCracken";"2001"
"0385318782";"before";"sleep";"Elizabeth Berg";"1997"
"0385318804";"memoir";"only";"KATHY DOBIE";"2003"
"0385319002";"husbandry";"animal";"Laura Zigman";"1998"
"0385319037";"husbandry";"animal";"Laura Zigman";"2001"
"0385319207";"thing";"true";"Anna Quindlen";"1997"
"0385319401";"italian";"blue";"Rita Ciresi";"1997"
"0385319444";"translation";"lost";"Nicole Mones";"1999"
"0385319452";"light";"cup";"Nicole Mones";"2003"
"0385319525";"daughter";"adventure";"Robert Girardi";"1997"
"0385319568";"long";"road";"DANIELLE STEEL";"1998"
"0385319576";"bittersweet";"null";"Danielle Steel";"1999"
"0385319606";"irresistible";"forces";"DANIELLE STEEL";"1999"
"0385319673";"dragon";"red";"Thomas Harris";"1998"
"0385319800";"homecoming";"null";"Belva Plain";"1997"
"0385319851";"weddings";"wakes";"Alice McDermott";"1999"
"0385319959";"outlander";"null";"Diana Gabaldon";"1998"
"0385323638";"pink";"slip";"RITA CIRESI";"1999"
"0385323905";"kaaterskill";"falls";"Allegra Goodman";"1999"
"0385323921";"hightech";"klone";"Danielle Steel";"1998"
"0385324057";"sisters";"summer";"Judy Blume";"1998"
"0385324081";"thin";"line";"James Jones";"1998"
"0385324138";"outlandish";"companion";"DIANA GABALDON";"1999"
"0385327943";"midnight";"predator";"Amelia Atwater-Rhodes";"2002"
"0385332777";"strike";"move";"Perri O'Shaughnessy";"2000"
"0385332963";"faith";"leap";"Danielle Steel";"2001"
"0385333005";"einsteins";"driving";"Michael Paterniti";"2000"
"038533303X";"einsteins";"driving";"Michael Paterniti";"2001"
"0385333064";"street";"house";"Danielle Steel";"2000"
"0385333099";"protecting";"teenagers";"Gavin De Becker";"1999"
"0385333137";"oprahs";"black";"ANNA QUINDLEN";"2000"
"038533334X";"charming";"billy";"Alice McDermott";"1999"
"0385333404";"dating";"bird";"Laura Zigman";"2000"
"0385333412";"dating";"bird";"Laura Zigman";"2001"
"0385333463";"bright";"light";"Danielle Steel";"1998"
"038533348X";"cradle";"cats";"Kurt Vonnegut";"1998"
"0385333498";"sirens";"titan";"Kurt Vonnegut";"1998"
"0385333706";"silence";"memoir";"Helen Fremont";"2000"
"0385333757";"losing";"julia";"Jonathan Hull";"2000"
"0385333781";"player";"piano";"KURT VONNEGUT";"1999"
"0385333846";"slaughterhousefive";"null";"KURT VONNEGUT";"1999"
"0385333862";"running";"mate";"Joe Klein";"2000"
"0385333919";"cool";"be";"Elmore Leonard";"1999"
"0385333927";"babies";"pagan";"Elmore Leonard";"2000"
"038533401X";"light";"city";"Lauren Belfer";"1999"
"0385334036";"jumper";"smoke";"Nicholas Evans";"2001"
"0385334206";"breakfast";"champions";"Kurt Vonnegut";"1999"
"0385334389";"gates";"eden";"Ethan Coen";"1999"
"0385334621";"generation";"greatest";"TOM BROKAW";"2001"
"0385334672";"bright";"traina";"DANIELLE STEEL";"2000"
"0385334702";"after";"fire";"Belva Plain";"2000"
"0385334710";"looking";"back";"Belva Plain";"2001"
"0385334729";"fathers";"house";"BELVA PLAIN";"2002"
"0385334834";"execution";"writ";"Perri O'Shaughnessy";"2001"
"0385334842";"practice";"unfit";"PERRI O'SHAUGHNESSY";"2002"
"0385334923";"tulip";"fever";"DEBORAH MOGGACH";"2001"
"038533494X";"sometimes";"italian";"Rita Ciresi";"2001"
"0385335121";"tara";"road";"Maeve Binchy";"1999"
"0385335164";"coalwood";"the";"Homer Hickam";"2000"
"0385335180";"women";"moon";"Pamela Duncan";"2001"
"0385335210";"women";"moon";"Pamela Duncan";"2002"
"0385335377";"eagle";"lone";"Danielle Steel";"2001"
"0385335407";"kiss";"the";"Danielle Steel";"2001"
"0385335431";"answered";"prayers";"Danielle Steel";"2002"
"0385335466";"sunset";"tropez";"Danielle Steel";"2002"
"0385335482";"opportunity";"confessions";"SOPHIE KINSELLA";"2001"
"0385335490";"johnny";"angel";"DANIELLE STEEL";"2003"
"0385335520";"cottage";"the";"Danielle Steel";"2002"
"0385335555";"tell";"one";"HARLAN COBEN";"2001"
"038533558X";"gone";"good";"HARLAN COBEN";"2002"
"0385335660";"manhattan";"kissing";"David Schickler";"2001"
"0385335679";"manhattan";"kissing";"DAVID SCHICKLER";"2002"
"0385335830";"opportunity";"summer";"Laura Wolf";"2002"
"0385335881";"opportunity";"shopaholic";"Sophie Kinsella";"2002"
"0385335970";"dragonfly";"amber";"DIANA GABALDON";"2001"
"0385336004";"paronomania";"dialogues";"Reginald Hill";"2002"
"0385336179";"shopaholic";"ties";"Sophie Kinsella";"2003"
"0385336195";"revenge";"best";"Stephen White";"2003"
"0385336209";"stephen";"blinded";"STEPHEN WHITE";"2004"
"0385336306";"harbour";"safe";"DANIELLE STEEL";"2003"
"0385336314";"dating";"game";"Danielle Steel";"2003"
"0385336322";"danielle";"steel,";"DANIELLE STEEL";"2004"
"0385336403";"sparrows";"cloud";"TAKASHI MATSUOKA";"2002"
"0385336454";"presumption";"death";"PERRI O'SHAUGHNESSY";"2003"
"0385336489";"niagara";"falls";"Elizabeth McCracken";"2002"
"038533656X";"apocalipstick";"null";"SUE MARGOLIS";"2003"
"0385336667";"persuader";"reacher";"LEE CHILD";"2003"
"0385336764";"fiery";"cross";"Diana Gabaldon";"2002"
"0385336772";"momtobe";"diary";"Laura Wolf";"2003"
"0385336780";"broken";"music";"Sting";"2003"
"0385336810";"secret?";"keep";"Sophie Kinsella";"2004"
"0385337116";"rule";"four";"Ian Caldwell";"2004"
"0385337132";"37th";"hour";"JODI COMPTON";"2003"
"0385337477";"private";"matter";"Diana Gabaldon";"2003"
"0385337574";"neurotica";"null";"SUE MARGOLIS";"2003"
"0385337639";"today";"crow";"Mary Lawson";"2003"
"0385337647";"light";"city";"LAUREN BELFER";"2003"
"0385413017";"fumblerules";"lighthearted";"William Safire";"1990"
"0385413041";"beach";"music";"PAT CONROY";"1995"
"0385413726";"jerusalem";"updated";"Thomas L. Friedman";"1990"
"0385416342";"firm";"the";"John Grisham";"1991"
"0385416679";"southern";"princess";"Maryln Schwartz";"1991"
"0385417241";"homeland";"null";"John Jakes";"1993"
"0385418485";"civilization";"irelands";"Thomas Cahill";"1995"
"0385418493";"civilization";"irelands";"Thomas Cahill";"1996"
"0385418868";"power";"myth";"Joseph Campbell";"1991"
"0385419287";"stupidest";"things";"Ross Petras";"1993"
"0385420137";"mixquiahuala";"letters";"Ana Castillo";"1992"
"0385420161";"installments,";"chocolate";"Laura Esquivel";"1992"
"038542017X";"installments";"chocolate";"LAURA ESQUIVEL";"1995"
"0385421982";"pelican";"brief";"JOHN GRISHAM";"1992"
"0385423586";"women";"myrrh";"Hanna Al-Shaykh";"1992"
"0385423977";"against";"beauty";"Naomi Wolf";"1992"
"038542471X";"client";"the";"John Grisham";"1993"
"0385424728";"chamber";"the";"John Grisham";"1994"
"0385424736";"rainmaker";"the";"John Grisham";"1995"
"0385425074";"undeclared";"backlash";"Susan Faludi";"1992"
"0385425473";"daughters";"swans";"JUNG CHANG";"1992"
"0385425767";"schoolgirls";"selfesteem,";"Peggy Orenstein";"1995"
"0385468709";"healing";"mind";"Bill D. Moyers";"1993"
"0385468865";"obasan";"null";"Joy Kogawa";"1994"
"0385469683";"invisible";"life";"E. Lynn Harris";"1994"
"0385469705";"novel";"just";"E. Lynn Harris";"1995"
"038547024X";"black";"opal";"Victoria Holt";"1993"
"0385470819";"time";"kill";"JOHN GRISHAM";"1993"
"0385471440";"wedding";"the";"Dorothy West";"1996"
"038547167X";"minding";"writers";"Patricia Foster";"1995"
"0385471874";"memoir";"falls";"Mia Farrow";"1997"
"0385472943";"runaway";"jury";"JOHN GRISHAM";"1996"
"0385472951";"partner";"the";"John Grisham";"1997"
"0385473788";"definitive";"edition";"Anne Frank";"1995"
"0385474016";"installments";"chocolate";"Laura Esquivel";"1994"
"0385474547";"things";"apart";"CHINUA ACHEBE";"1994"
"0385474903";"anthropologist";"fascinating";"William R. Maples";"1994"
"0385475713";"alias";"grace";"Margaret Atwood";"1996"
"0385475721";"assassin";"blind";"Margaret Atwood";"2000"
"0385475772";"desire";"islamic";"Geraldine Brooks";"1996"
"0385477058";"hyperspace";"scientific";"Michio Kaku";"1995"
"038547802X";"rants";"null";"DENNIS MILLER";"1997"
"0385478046";"rants";"the";"Dennis Miller";"1996"
"0385479484";"history";"prince";"Jane Hamilton";"1999"
"0385479565";"zone";"the";"Richard Preston";"1995"
"0385480016";"instructions";"writing";"Anne Lamott";"1995"
"0385480334";"definitive";"editon";"Anne Frank";"1996"
"0385480539";"burning";"the";"Phillip Margolin";"1996"
"0385481969";"revolt";"youth";"C.D. PAYNE";"1996"
"038548237X";"mistress";"spices";"Chitra Banerjee Divakaruni";"1997"
"0385482388";"mistress";"spices";"Chitra Banerjee Divakaruni";"1998"
"0385482493";"everyone";"history";"Thomas Cahill";"1999"
"0385482515";"everlasting";"history,";"Thomas Cahill";"1999"
"0385483503";"marriage";"arranged";"Chitra Banerjee Divakaruni";"1996"
"0385484011";"difficult";"bitch";"Elizabeth Wurtzel";"1999"
"0385484518";"tuesdays";"greatest";"MITCH ALBOM";"1997"
"0385485107";"kuralts";"charles";"Charles Kuralt";"1996"
"0385485212";"missing";"pieces";"JOY FIELDING";"1997"
"0385486588";"abide";"with";"E. Lynn Harris";"2000"
"0385486804";"into";"wild";"Jon Krakauer";"1997"
"0385487622";"weigh";"down";"Gwen Shamblin";"1997"
"0385488181";"mountains";"ventures";"Jon Krakauer";"1997"
"0385488440";"purple";"cane";"James Lee Burke";"2000"
"0385489056";"terror";"novel";"Steve Alten";"1997"
"0385489129";"awards";"losing";"Pat Conroy";"2002"
"0385489501";"sister";"heart";"Chitra Banerjee Divakaruni";"1999"
"038548951X";"sister";"heart";"Chitra Banerjee Divakaruni";"2000"
"0385489935";"dancing";"harvest";"K. C. McKinnon";"1997"
"0385490445";"alias";"grace";"Margaret Atwood";"1997"
"038549081X";"handmaids";"novel";"Margaret Atwood";"1998"
"0385490992";"street";"lawyer";"John Grisham";"1998"
"0385491026";"cats";"eye";"Margaret Atwood";"1998"
"0385491034";"robber";"bride";"MARGARET ATWOOD";"1998"
"0385491050";"surfacing";"null";"MARGARET ATWOOD";"1998"
"0385491069";"edible";"woman";"MARGARET ATWOOD";"1998"
"0385491077";"bodily";"harm";"Margaret Atwood";"1999"
"0385491085";"oracle";"lady";"MARGARET ATWOOD";"1998"
"0385491107";"before";"life";"Margaret Atwood";"1998"
"0385491115";"wilderness";"tips";"MARGARET ATWOOD";"1998"
"038549128X";"candles";"street";"K. C. McKinnon";"1999"
"0385491328";"anatomist";"the";"Federico Andahazi";"1998"
"0385491808";"crooked";"little";"Anne Lamott";"1998"
"0385492081";"personal";"disaster";"JON KRAKAUER";"1998"
"0385492162";"flammable";"stories";"Aimee Bender";"1999"
"0385492677";"enlightenment,";"mindfulness,";"Dinty W. Moore";"1999"
"038549274X";"sudden";"change";"Barbara Taylor Bradford";"1999"
"0385492758";"belong";"where";"Barbara Taylor Bradford";"2000"
"0385492995";"intuitionist";"the";"Colson Whitehead";"1998"
"0385493002";"intuitionist";"the";"Colson Whitehead";"1999"
"0385493622";"mathematical";"fermats";"Simon Singh";"1998"
"0385493800";"testament";"the";"John Grisham";"1999"
"0385494149";"enduring";"love";"Ian McEwan";"1999"
"038549422X";"themselves";"freedom";"Freedom Writers";"1999"
"0385494238";"amsterdam";"null";"Ian McEwan";"1999"
"0385494246";"amsterdam";"novel";"IAN MCEWAN";"1999"
"0385494785";"personal";"disaster";"JON KRAKAUER";"1999"
"0385495323";"cryptography";"science";"Simon Singh";"2000"
"0385495404";"american";"benjamin";"H. W. Brands";"2002"
"0385495439";"unrequited";"colony";"WAYNE JOHNSTON";"2000"
"0385495641";"soldiers";"forgotten";"HAMPTON SIDES";"2001"
"038549565X";"soldiers";"greatest";"HAMPTON SIDES";"2002"
"0385495846";"demolition";"angel";"Robert Crais";"2000"
"0385496095";"traveling";"mercies";"Anne Lamott";"2000"
"038549694X";"birdman";"null";"Mo Hayder";"1999"
"0385497288";"unknown";"stories";"Chitra Banerjee Divakaruni";"2002"
"0385497296";"desire";"vine";"Chitra Banerjee Divakaruni";"2002"
"038549730X";"desire";"novel";"Chitra Banerjee Divakaruni";"2003"
"038549744X";"passengers";"english";"Matthew Kneale";"2001"
"0385497466";"brethren";"the";"JOHN GRISHAM";"2000"
"0385497520";"child";"time";"Ian McEwan";"1999"
"0385497946";"murasaki";"tale";"Liza Crihfield Dalby";"2000"
"0385497954";"murasaki";"novel";"Liza Crihfield Dalby";"2001"
"0385498233";"what";"she";"Lucinda Rosenfeld";"2001"
"0385498411";"geography";"intimate";"Natalie Angier";"2000"
"0385498721";"survivor";"novel";"CHUCK PALAHNIUK";"2000"
"0385498799";"season";"bee";"Myla Goldberg";"2000"
"0385498802";"season";"novel";"Myla Goldberg";"2001"
"0385499345";"understanding";"globalization";"Thomas L. Friedman";"2000"
"0385499728";"vanity";"novel";"CHRISTINA SCHWARZ";"2002"
"0385499825";"mooreland";"growing";"Haven Kimmel";"2001"
"0385499833";"leaving";"solace";"HAVEN KIMMEL";"2002"
"0385500696";"fortress";"solitude";"JONATHAN LETHEM";"2003"
"038550084X";"fraud";"null";"DAVID RAKOFF";"2001"
"038550117X";"disobedience";"null";"Jane Hamilton";"2000"
"038550120X";"painted";"house";"JOHN GRISHAM";"2001"
"0385501404";"triumph";"katie";"Barbara Taylor Bradford";"2001"
"0385501412";"three";"weeks";"BARBARA TAYLOR BRADFORD";"2002"
"0385501560";"choke";"null";"Chuck Palahniuk";"2001"
"0385501722";"juliet";"juno";"JULIAN GOUGH";"2001"
"0385502532";"drowning";"ruth";"Christina Schwarz";"2000"
"0385502761";"look";"at";"JENNIFER EGAN";"2001"
"0385503466";"shutterbug";"doubleday";"Jason Little";"2002"
"0385503822";"summons";"the";"John Grisham";"2002"
"0385503857";"crake";"oryx";"Margaret Atwood";"2003"
"0385503954";"atonement";"novel";"Ian McEwan";"2002"
"0385504209";"vinci";"code";"Dan Brown";"2003"
"0385504268";"detective";"last";"ROBERT CRAIS";"2003"
"0385504470";"lullaby";"novel";"CHUCK PALAHNIUK";"2002"
"0385505833";"christmas";"skipping";"JOHN GRISHAM";"2001"
"0385506686";"thriller";"utopia";"LINCOLN CHILD";"2002"
"0385507593";"government";"jennifer";"Max Barry";"2003"
"0385507607";"probable";"future";"ALICE HOFFMAN";"2003"
"0385508042";"torts";"king";"John Grisham";"2003"
"0385508417";"christmas";"skipping";"JOHN GRISHAM";"2002"
"0385508719";"second";"counts";"Lance Armstrong";"2003"
"038550926X";"devil";"wears";"LAUREN WEISBERGER";"2003"
"0385509456";"nighttime";"incident";"MARK HADDON";"2003"
"0385509472";"diary";"novel";"Chuck Palahniuk";"2003"
"0385509510";"violent";"banner";"JON KRAKAUER";"2003"
"0385509529";"stranger";"today";"ADAM HASLETT";"2002"
"0385510012";"swallows";"kabul";"YASMINA KHADRA";"2004"
"0385510187";"dating";"dead";"HARLEY JANE KOZAK";"2004"
"0385510438";"juror";"last";"John Grisham";"2004"
"0385511612";"bleachers";"null";"John Grisham";"2003"
"0385512104";"nighttime";"incident";"Mark Haddon";"2003"
"0385512147";"elizabeth";"bringing";"ED SMART";"2003"
"0385605145";"african";"bryson";"Bill Bryson";"2002"
"0385720106";"world";"map";"Jane Hamilton";"1999"
"0385720114";"love";"the";"Ahdaf Soueif";"2000"
"0385720211";"drink";"the";"Kate Christensen";"2000"
"0385720408";"nino";"story";"Kurban Said";"2000"
"0385720467";"disobedience";"novel";"Jane Hamilton";"2001"
"0385720483";"recipe";"bees";"Gail Anderson-Dargatz";"2001"
"0385720602";"mountain";"colors";"Da Chen";"2001"
"0385720726";"stranger";"stories";"ADAM HASLETT";"2003"
"0385720920";"choke";"null";"CHUCK PALAHNIUK";"2002"
"0385720955";"assassin";"blind";"Margaret Atwood";"2001"
"0385721234";"chocolatelike";"chocolate";"Laura Esquivel";"2001"
"0385721358";"look";"at";"Jennifer Egan";"2002"
"0385721420";"three";"junes";"JULIA GLASS";"2003"
"0385721633";"veloz";"deseo";"Laura Esquivel";"2001"
"0385721676";"crake";"oryx";"MARGARET ATWOOD";"2004"
"038572179X";"atonement";"novel";"IAN MCEWAN";"2003"
"0385721811";"emperor";"divine";"JULIE OTSUKA";"2003"
"0385722109";"hotel";"world";"ALI SMITH";"2002"
"0385722192";"lullaby";"novel";"Chuck Palahniuk";"2003"
"0385722206";"seamstress";"chinese";"DAI SIJIE";"2002"
"0385722435";"letters";"minnow";"Mark Dunn";"2002"
"0385729332";"sisterhood";"traveling";"Ann Brashares";"2001"
